224364474,1708869
224364474,53290631
224364474,69275868
224364474,84483675
224364474,97422284
224364474,102624170
224364474,113659633
224364474,123773201
224364474,132716869
224364474,143661083
224364474,146473100
224364474,151419127
224364474,159914093
224364474,161784606
224364474,178152375
224364474,185049502
224364474,190870115
224364474,192754061
224364474,194639220
224364474,196493464
224364474,209834587
224364474,212487510
224364474,220108484
224364474,235736209
224364474,249150031
224364474,255007585
224364474,257197049
224364474,263994675
224364474,270045448
224364474,270534135
224364474,270548207
224364474,274856789
224364474,280935154
224364474,299313355
224364474,301302687
224364474,320446239
224364474,364303155
224364474,366375179
224364474,372081250
224364474,381183259
224364474,382147359
224364474,394480290
224364474,405292451
224364474,444444500
224364474,479598427
224364474,487734587
224364474,523908268
224364474,562700396
224364474,594268054
224364474,618589414
1708869,192754061
53290631,1786423
53290631,4140740
53290631,5406983
53290631,5976672
53290631,11283855
53290631,22150229
53290631,26007539
53290631,27244921
53290631,30212892
53290631,37112823
53290631,40058790
53290631,49351613
53290631,49441753
53290631,50642571
53290631,53410714
53290631,54796842
53290631,58410032
53290631,62972372
53290631,63717540
53290631,67009628
53290631,73019826
53290631,78500404
53290631,81940510
53290631,85984195
53290631,88825831
53290631,89243713
53290631,91312725
53290631,95122985
53290631,95538469
53290631,96456295
53290631,97360233
53290631,98003468
53290631,101951846
53290631,105350090
53290631,116409177
53290631,119506117
53290631,134554444
53290631,136952033
53290631,141757545
53290631,145667619
53290631,146383391
53290631,146473100
53290631,147081077
53290631,149236760
53290631,150592849
53290631,150882808
53290631,151079218
53290631,152351567
53290631,153089493
53290631,155648307
53290631,280935154
53290631,381183259
27244921,381183259
37112823,69275868
37112823,222233696
53410714,146473100
53410714,280935154
67009628,233272538
78500404,18878119
78500404,268482054
146473100,9951236
146473100,17557513
146473100,59495524
146473100,72578042
146473100,73536917
146473100,77038525
146473100,85731004
146473100,87392824
146473100,105204675
146473100,105826940
146473100,106703359
146473100,107972031
146473100,116839876
146473100,117019217
146473100,135335449
146473100,136329389
146473100,151419127
146473100,155480734
146473100,157410645
146473100,157553198
146473100,164074488
146473100,166895462
146473100,167848868
146473100,171512511
146473100,173197971
146473100,175242329
146473100,188093314
146473100,189689173
146473100,191223472
146473100,192491758
146473100,192754061
146473100,203228921
146473100,206490485
146473100,211019037
146473100,211686228
146473100,211799675
146473100,215797802
146473100,218674290
146473100,224306502
146473100,234858051
146473100,235462695
146473100,251452339
146473100,255007585
146473100,270534135
146473100,270548207
146473100,273784511
146473100,274856789
146473100,280935154
146473100,381183259
146473100,444444500
153089493,381183259
69275868,2109376
69275868,5355406
69275868,9100532
69275868,9717584
69275868,9961361
69275868,10840303
69275868,11148607
69275868,23724500
69275868,40200138
69275868,49612850
69275868,54069294
69275868,55630033
69275868,56852857
69275868,58333559
69275868,60033595
69275868,60461601
69275868,64607313
69275868,65642503
69275868,66082821
69275868,66708879
69275868,66802755
69275868,70229636
69275868,71477711
69275868,72850349
69275868,73444007
69275868,75168901
69275868,83444074
69275868,95051927
69275868,98278046
69275868,98456264
69275868,98617931
69275868,101597015
69275868,105543637
69275868,108406024
69275868,112996623
69275868,113002995
69275868,113426702
69275868,122111565
69275868,124893834
69275868,133694817
69275868,135250336
69275868,135383696
69275868,136383306
69275868,136590073
69275868,140820843
69275868,142055854
69275868,144039306
69275868,146395592
69275868,146884348
69275868,270534135
11148607,38119367
54069294,270534135
54069294,268482054
65642503,31102462
84483675,1451859
84483675,6620624
84483675,8116822
84483675,12237678
84483675,14937571
84483675,19688878
84483675,23245601
84483675,25344006
84483675,29054699
84483675,29175137
84483675,35139959
84483675,37774044
84483675,47107370
84483675,49101504
84483675,51315627
84483675,56804535
84483675,58601937
84483675,62834855
84483675,64903725
84483675,70665772
84483675,73437611
84483675,79953338
84483675,82571434
84483675,89294791
84483675,92676697
84483675,96027921
84483675,96147241
84483675,99329819
84483675,102115303
84483675,102624170
84483675,112104344
84483675,113659633
84483675,121573631
84483675,123619320
84483675,123773201
84483675,123807389
84483675,126734175
84483675,132716869
84483675,133713312
84483675,135708009
84483675,139929160
84483675,140045912
84483675,141712237
84483675,143661083
84483675,153976118
